2025-01-15 14:00:00,185 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 14:00:00,187 - INFO - Cloud service started
2025-01-15 16:40:59,862 - INFO - Data stored: {'temperature': 28.227687512956905, 'humidity': 60.986749198020576}
2025-01-15 16:41:24,896 - INFO - Data stored: {'temperature': 27.052747385628916, 'humidity': 57.183197651587}
2025-01-15 16:41:49,928 - INFO - Data stored: {'temperature': 28.567420872143675, 'humidity': 67.78222258537966}
2025-01-15 16:42:14,961 - INFO - Data stored: {'temperature': 28.360099795132726, 'humidity': 66.24484520766924}
2025-01-15 16:42:39,993 - INFO - Data stored: {'temperature': 27.729239763458956, 'humidity': 51.360374824537594}
2025-01-15 16:43:05,024 - INFO - Data stored: {'temperature': 21.128099291144004, 'humidity': 56.906952698486165}
2025-01-15 16:44:02,145 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 16:44:02,148 - INFO - Cloud service started
2025-01-15 16:44:02,799 - INFO - Data stored: {'temperature': 21.398435428099923, 'humidity': 65.58785636162659}
2025-01-15 16:44:27,829 - INFO - Data stored: {'temperature': 29.472160238027463, 'humidity': 57.08733315144936}
2025-01-15 16:44:52,864 - INFO - Data stored: {'temperature': 23.665216203569116, 'humidity': 60.81739970458289}
2025-01-15 16:45:17,897 - INFO - Data stored: {'temperature': 25.059198431031255, 'humidity': 68.09877283339645}
2025-01-15 16:45:42,930 - INFO - Data stored: {'temperature': 29.824710556449123, 'humidity': 59.60311018710197}
2025-01-15 16:46:07,962 - INFO - Data stored: {'temperature': 25.461774969013657, 'humidity': 61.75993167927088}
2025-01-15 16:46:32,994 - INFO - Data stored: {'temperature': 29.72546452451458, 'humidity': 62.66415774960965}
2025-01-15 16:46:58,028 - INFO - Data stored: {'temperature': 23.460655285525327, 'humidity': 56.00712311715459}
2025-01-15 16:47:23,062 - INFO - Data stored: {'temperature': 21.539852375850252, 'humidity': 53.55031758316218}
2025-01-15 16:47:48,084 - INFO - Data stored: {'temperature': 27.66008540680988, 'humidity': 66.79743346772308}
2025-01-15 16:48:13,116 - INFO - Data stored: {'temperature': 28.33421235539906, 'humidity': 51.86836429178496}
2025-01-15 16:48:38,147 - INFO - Data stored: {'temperature': 27.90187428065439, 'humidity': 50.57181622246716}
2025-01-15 16:49:03,179 - INFO - Data stored: {'temperature': 28.89407923657287, 'humidity': 62.65123396493795}
2025-01-15 16:49:28,210 - INFO - Data stored: {'temperature': 28.56665426365885, 'humidity': 66.16278865238182}
2025-01-15 16:49:53,243 - INFO - Data stored: {'temperature': 27.778383890616887, 'humidity': 58.12959467133864}
2025-01-15 16:50:24,422 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 16:50:24,425 - INFO - Cloud service started
2025-01-15 16:50:25,022 - INFO - Data stored: {'temperature': 28.86378427722949, 'humidity': 57.98412528490846}
2025-01-15 16:50:50,056 - INFO - Data stored: {'temperature': 21.80346879963504, 'humidity': 53.23272555564794}
2025-01-15 16:51:15,086 - INFO - Data stored: {'temperature': 22.790701060860453, 'humidity': 62.76706829814636}
2025-01-15 16:51:40,100 - INFO - Data stored: {'temperature': 23.585319478808593, 'humidity': 57.723177242594474}
2025-01-15 16:52:05,115 - INFO - Data stored: {'temperature': 27.884592875046287, 'humidity': 52.967494166580465}
2025-01-15 16:52:30,146 - INFO - Data stored: {'temperature': 20.478573785385116, 'humidity': 54.77395896000958}
2025-01-15 16:52:55,179 - INFO - Data stored: {'temperature': 21.045118637780355, 'humidity': 63.96826532878752}
2025-01-15 16:53:20,211 - INFO - Data stored: {'temperature': 21.195717264810945, 'humidity': 54.32487654785859}
2025-01-15 16:53:45,242 - INFO - Data stored: {'temperature': 20.271783602765254, 'humidity': 66.24251215785918}
2025-01-15 16:54:10,266 - INFO - Data stored: {'temperature': 23.581013451940503, 'humidity': 55.296619284584565}
2025-01-15 16:54:35,298 - INFO - Data stored: {'temperature': 22.41014327549435, 'humidity': 57.21022237188799}
2025-01-15 16:55:00,331 - INFO - Data stored: {'temperature': 26.270838298385137, 'humidity': 64.79797653749705}
2025-01-15 16:55:25,364 - INFO - Data stored: {'temperature': 27.215429415147593, 'humidity': 55.891226351320206}
2025-01-15 16:55:50,397 - INFO - Data stored: {'temperature': 27.954971621369396, 'humidity': 51.1151915767511}
2025-01-15 16:56:15,424 - INFO - Data stored: {'temperature': 24.128687589367267, 'humidity': 63.160958585933535}
2025-01-15 16:56:40,432 - INFO - Data stored: {'temperature': 28.810111875784777, 'humidity': 61.74222764947441}
2025-01-15 16:57:05,463 - INFO - Data stored: {'temperature': 24.45982912291293, 'humidity': 57.24190156417843}
2025-01-15 16:57:30,494 - INFO - Data stored: {'temperature': 27.349529604766634, 'humidity': 54.10908872617341}
2025-01-15 16:57:55,527 - INFO - Data stored: {'temperature': 26.355745732247527, 'humidity': 61.53214388749431}
2025-01-15 16:58:20,559 - INFO - Data stored: {'temperature': 25.030835415203484, 'humidity': 58.049932789123545}
2025-01-15 16:58:45,574 - INFO - Data stored: {'temperature': 20.447707634738016, 'humidity': 53.63808067623189}
2025-01-15 16:59:10,606 - INFO - Data stored: {'temperature': 24.20160077918831, 'humidity': 68.94112741355171}
2025-01-15 16:59:35,623 - INFO - Data stored: {'temperature': 24.95219754859196, 'humidity': 57.46332379719595}
2025-01-15 17:00:00,655 - INFO - Data stored: {'temperature': 22.44739909664229, 'humidity': 64.25394578154908}
2025-01-15 17:00:25,688 - INFO - Data stored: {'temperature': 25.315738165795075, 'humidity': 57.42139462074863}
2025-01-15 17:00:50,718 - INFO - Data stored: {'temperature': 25.050407041289894, 'humidity': 62.342815935335764}
2025-01-15 17:01:15,750 - INFO - Data stored: {'temperature': 23.535562410076498, 'humidity': 52.49970581501372}
2025-01-15 17:01:40,774 - INFO - Data stored: {'temperature': 26.145272024062862, 'humidity': 58.55271772843993}
2025-01-15 17:02:05,806 - INFO - Data stored: {'temperature': 25.92538850373081, 'humidity': 62.83355598379097}
2025-01-15 17:02:30,832 - INFO - Data stored: {'temperature': 28.52848260236643, 'humidity': 57.164401984513006}
2025-01-15 17:02:55,865 - INFO - Data stored: {'temperature': 27.04840387376151, 'humidity': 60.31280174746799}
2025-01-15 17:03:20,871 - INFO - Data stored: {'temperature': 27.726172039011594, 'humidity': 69.26983740969779}
2025-01-15 17:03:45,897 - INFO - Data stored: {'temperature': 27.657077158319346, 'humidity': 56.101196725528276}
2025-01-15 17:04:10,930 - INFO - Data stored: {'temperature': 26.970787567443253, 'humidity': 57.859183541910085}
2025-01-15 17:04:35,962 - INFO - Data stored: {'temperature': 23.50695621736902, 'humidity': 54.692574006648634}
2025-01-15 17:05:00,994 - INFO - Data stored: {'temperature': 21.65731012641244, 'humidity': 53.03908727851233}
2025-01-15 17:05:26,027 - INFO - Data stored: {'temperature': 26.579454567390513, 'humidity': 63.26790194371304}
2025-01-15 17:05:51,058 - INFO - Data stored: {'temperature': 27.84843851968187, 'humidity': 55.24465488968155}
2025-01-15 17:06:16,078 - INFO - Data stored: {'temperature': 25.88280794869908, 'humidity': 69.9345626217673}
2025-01-15 17:06:41,109 - INFO - Data stored: {'temperature': 22.74302390480143, 'humidity': 66.12034540080266}
2025-01-15 17:07:32,115 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 17:07:32,118 - INFO - Cloud service started
2025-01-15 17:07:32,978 - INFO - Data stored: {'temperature': 24.443218779438013, 'humidity': 50.25328566370744}
2025-01-15 17:07:58,012 - INFO - Data stored: {'temperature': 28.623839673532814, 'humidity': 60.49873182375484}
2025-01-15 17:08:23,045 - INFO - Data stored: {'temperature': 21.597860005193645, 'humidity': 65.55872578608061}
2025-01-15 17:08:48,077 - INFO - Data stored: {'temperature': 22.79480278934932, 'humidity': 66.77274887697735}
2025-01-15 17:09:13,102 - INFO - Data stored: {'temperature': 29.414273403771375, 'humidity': 51.08554469677952}
2025-01-15 17:09:38,134 - INFO - Data stored: {'temperature': 26.165358677395453, 'humidity': 56.861899020829085}
2025-01-15 17:10:03,166 - INFO - Data stored: {'temperature': 24.419300539437668, 'humidity': 55.089143828844335}
2025-01-15 17:10:28,197 - INFO - Data stored: {'temperature': 22.65200657529045, 'humidity': 54.81030480123577}
2025-01-15 17:10:53,230 - INFO - Data stored: {'temperature': 25.312764858379815, 'humidity': 63.36163441369466}
2025-01-15 17:11:18,248 - INFO - Data stored: {'temperature': 24.141573509585136, 'humidity': 61.35680933409209}
2025-01-15 17:11:43,278 - INFO - Data stored: {'temperature': 24.038625820804477, 'humidity': 55.718251064939416}
2025-01-15 17:12:08,312 - INFO - Data stored: {'temperature': 22.069311297475526, 'humidity': 56.46398649450012}
2025-01-15 17:12:33,341 - INFO - Data stored: {'temperature': 27.605329735734955, 'humidity': 52.56732986828399}
2025-01-15 17:12:58,373 - INFO - Data stored: {'temperature': 23.151344314313725, 'humidity': 55.41135198188154}
2025-01-15 17:13:23,406 - INFO - Data stored: {'temperature': 20.162599727713822, 'humidity': 58.67796080019179}
2025-01-15 17:13:48,438 - INFO - Data stored: {'temperature': 29.322671969507944, 'humidity': 69.21403971069671}
2025-01-15 17:14:13,457 - INFO - Data stored: {'temperature': 23.488067180121515, 'humidity': 54.83750454263645}
2025-01-15 17:14:38,488 - INFO - Data stored: {'temperature': 28.143122604101833, 'humidity': 68.64664060591262}
2025-01-15 17:15:03,519 - INFO - Data stored: {'temperature': 21.866423652566404, 'humidity': 59.153101665823904}
2025-01-15 17:15:28,551 - INFO - Data stored: {'temperature': 27.168464413996013, 'humidity': 56.70817923132753}
2025-01-15 17:15:53,585 - INFO - Data stored: {'temperature': 21.764610175805572, 'humidity': 51.1921537881422}
2025-01-15 17:16:18,617 - INFO - Data stored: {'temperature': 24.512493856488963, 'humidity': 50.52094416782272}
2025-01-15 17:16:43,650 - INFO - Data stored: {'temperature': 25.57084123635141, 'humidity': 69.35986965002084}
2025-01-15 17:17:08,682 - INFO - Data stored: {'temperature': 21.179060999227726, 'humidity': 56.3129820728192}
2025-01-15 17:17:33,714 - INFO - Data stored: {'temperature': 28.89892490406808, 'humidity': 66.9569545564379}
2025-01-15 17:17:58,747 - INFO - Data stored: {'temperature': 24.524287333527298, 'humidity': 64.37331276451765}
2025-01-15 17:18:23,760 - INFO - Data stored: {'temperature': 20.52100435338074, 'humidity': 56.72084226900287}
2025-01-15 17:18:48,790 - INFO - Data stored: {'temperature': 29.84841110905712, 'humidity': 69.80676412881694}
2025-01-15 17:19:13,819 - INFO - Data stored: {'temperature': 26.885254956827062, 'humidity': 61.59247647592863}
2025-01-15 17:19:38,841 - INFO - Data stored: {'temperature': 20.587795364672946, 'humidity': 65.99261712595013}
2025-01-15 17:20:03,872 - INFO - Data stored: {'temperature': 24.627595318099686, 'humidity': 57.425350284256396}
2025-01-15 17:20:28,904 - INFO - Data stored: {'temperature': 23.69271268617851, 'humidity': 68.72523214936415}
2025-01-15 17:20:53,916 - INFO - Data stored: {'temperature': 23.765873823904386, 'humidity': 52.728956614306256}
2025-01-15 17:21:18,948 - INFO - Data stored: {'temperature': 29.722654627126843, 'humidity': 50.534420737044385}
2025-01-15 17:21:43,975 - INFO - Data stored: {'temperature': 21.6750030221911, 'humidity': 68.51808900327333}
2025-01-15 17:22:09,006 - INFO - Data stored: {'temperature': 22.43648408129254, 'humidity': 56.32382482804529}
2025-01-15 17:22:34,040 - INFO - Data stored: {'temperature': 27.58303842956543, 'humidity': 68.95460555247415}
2025-01-15 17:22:59,072 - INFO - Data stored: {'temperature': 23.46411752444, 'humidity': 60.46160530131676}
2025-01-15 17:23:24,105 - INFO - Data stored: {'temperature': 26.95714145555619, 'humidity': 60.55558184687235}
2025-01-15 17:23:49,137 - INFO - Data stored: {'temperature': 28.640812942665598, 'humidity': 62.8968689715594}
2025-01-15 17:24:14,169 - INFO - Data stored: {'temperature': 29.887916087705737, 'humidity': 56.87060401494214}
2025-01-15 17:24:39,201 - INFO - Data stored: {'temperature': 22.878101229442525, 'humidity': 50.734244809744816}
2025-01-15 17:25:04,232 - INFO - Data stored: {'temperature': 26.124679174815224, 'humidity': 63.10220135469504}
2025-01-15 17:25:29,264 - INFO - Data stored: {'temperature': 29.120579662836388, 'humidity': 69.41224917342231}
2025-01-15 17:25:54,297 - INFO - Data stored: {'temperature': 25.831616377460193, 'humidity': 67.45066016243669}
2025-01-15 17:26:19,329 - INFO - Data stored: {'temperature': 27.276885008351393, 'humidity': 54.311190216370164}
2025-01-15 17:26:44,340 - INFO - Data stored: {'temperature': 29.351941254002636, 'humidity': 58.44614692016421}
2025-01-15 17:27:09,368 - INFO - Data stored: {'temperature': 29.969536429738778, 'humidity': 57.64926933787004}
2025-01-15 17:27:34,382 - INFO - Data stored: {'temperature': 28.290904583641705, 'humidity': 55.1004140940234}
2025-01-15 17:27:59,414 - INFO - Data stored: {'temperature': 27.51515214328368, 'humidity': 66.60573733242657}
2025-01-15 17:28:24,447 - INFO - Data stored: {'temperature': 24.217965284144356, 'humidity': 56.900674543073094}
2025-01-15 17:28:49,479 - INFO - Data stored: {'temperature': 26.311735929805693, 'humidity': 60.34504872173263}
2025-01-15 17:29:14,511 - INFO - Data stored: {'temperature': 25.06699972359574, 'humidity': 51.58216624843402}
2025-01-15 17:29:39,543 - INFO - Data stored: {'temperature': 27.91777166568071, 'humidity': 59.57743488469058}
2025-01-15 17:30:04,553 - INFO - Data stored: {'temperature': 20.331602436572133, 'humidity': 53.935410490869124}
2025-01-15 17:30:29,584 - INFO - Data stored: {'temperature': 21.09343713113782, 'humidity': 60.858627020380844}
2025-01-15 17:30:54,617 - INFO - Data stored: {'temperature': 21.49788806218577, 'humidity': 64.36516923922154}
2025-01-15 17:31:19,650 - INFO - Data stored: {'temperature': 20.069535417654222, 'humidity': 66.20432472480819}
2025-01-15 17:31:44,681 - INFO - Data stored: {'temperature': 22.253481981969266, 'humidity': 50.226746196446506}
2025-01-15 17:32:09,703 - INFO - Data stored: {'temperature': 20.51748375721148, 'humidity': 68.33055263223218}
2025-01-15 17:32:34,735 - INFO - Data stored: {'temperature': 22.461474877360445, 'humidity': 69.52305024602067}
2025-01-15 17:32:59,758 - INFO - Data stored: {'temperature': 28.201424594921832, 'humidity': 55.08399898304503}
2025-01-15 17:33:24,790 - INFO - Data stored: {'temperature': 24.806064308135163, 'humidity': 58.74201062823082}
2025-01-15 17:33:49,821 - INFO - Data stored: {'temperature': 29.328694229912383, 'humidity': 52.07931380831297}
2025-01-15 17:34:14,853 - INFO - Data stored: {'temperature': 29.154782818262213, 'humidity': 59.65231701735996}
2025-01-15 17:34:39,885 - INFO - Data stored: {'temperature': 23.74408456936708, 'humidity': 68.8257651316622}
2025-01-15 17:35:04,916 - INFO - Data stored: {'temperature': 21.77018213076439, 'humidity': 52.76980271515039}
2025-01-15 17:35:29,945 - INFO - Data stored: {'temperature': 25.369251725187112, 'humidity': 59.801514012782306}
2025-01-15 17:35:54,978 - INFO - Data stored: {'temperature': 27.489303653409532, 'humidity': 57.65047129353044}
2025-01-15 17:36:20,009 - INFO - Data stored: {'temperature': 21.439016730294867, 'humidity': 56.47130127129177}
2025-01-15 17:36:45,032 - INFO - Data stored: {'temperature': 27.003337054714386, 'humidity': 51.68521390318267}
2025-01-15 17:37:10,046 - INFO - Data stored: {'temperature': 22.655257249283576, 'humidity': 52.12506332736846}
2025-01-15 17:37:35,078 - INFO - Data stored: {'temperature': 25.33254568681018, 'humidity': 53.6497424347996}
2025-01-15 17:38:00,109 - INFO - Data stored: {'temperature': 22.375151176273487, 'humidity': 55.09766633292965}
2025-01-15 17:38:25,142 - INFO - Data stored: {'temperature': 26.198387684454463, 'humidity': 64.24464565954698}
2025-01-15 17:38:50,173 - INFO - Data stored: {'temperature': 26.03647125434986, 'humidity': 59.727477940519265}
2025-01-15 17:39:15,204 - INFO - Data stored: {'temperature': 29.688490932037027, 'humidity': 66.26064311265613}
2025-01-15 17:39:40,239 - INFO - Data stored: {'temperature': 25.994319299611654, 'humidity': 65.53182323081518}
2025-01-15 17:40:05,263 - INFO - Data stored: {'temperature': 21.098194858659117, 'humidity': 57.03725901197355}
2025-01-15 17:40:30,292 - INFO - Data stored: {'temperature': 25.095101803001114, 'humidity': 64.3394757574354}
2025-01-15 17:40:55,326 - INFO - Data stored: {'temperature': 26.97362879389572, 'humidity': 59.47978763358515}
2025-01-15 17:41:20,357 - INFO - Data stored: {'temperature': 25.577876832477692, 'humidity': 65.32852889855617}
2025-01-15 17:41:45,369 - INFO - Data stored: {'temperature': 27.995717296484578, 'humidity': 58.97527795226891}
2025-01-15 17:42:10,400 - INFO - Data stored: {'temperature': 27.97082923218457, 'humidity': 65.26221346514515}
2025-01-15 17:42:35,434 - INFO - Data stored: {'temperature': 21.965924099437018, 'humidity': 53.91717063395901}
2025-01-15 17:43:00,441 - INFO - Data stored: {'temperature': 23.328604190977906, 'humidity': 54.13121827913788}
2025-01-15 17:43:25,473 - INFO - Data stored: {'temperature': 23.361128545300016, 'humidity': 69.12010399496775}
2025-01-15 17:43:50,505 - INFO - Data stored: {'temperature': 29.54531365340636, 'humidity': 68.98284245417335}
2025-01-15 17:44:15,537 - INFO - Data stored: {'temperature': 26.422502126535242, 'humidity': 50.45043097765719}
2025-01-15 17:44:40,569 - INFO - Data stored: {'temperature': 21.520027335904402, 'humidity': 56.8418914914951}
2025-01-15 17:45:05,600 - INFO - Data stored: {'temperature': 29.442815733596877, 'humidity': 69.18784723796334}
2025-01-15 17:45:30,632 - INFO - Data stored: {'temperature': 26.246779476653966, 'humidity': 55.73304699472777}
2025-01-15 17:45:55,666 - INFO - Data stored: {'temperature': 22.491072505048958, 'humidity': 68.05690110874862}
2025-01-15 17:46:20,697 - INFO - Data stored: {'temperature': 21.819878291714627, 'humidity': 57.42866061962938}
2025-01-15 17:46:45,729 - INFO - Data stored: {'temperature': 25.793477440326097, 'humidity': 58.107215414001686}
2025-01-15 17:47:10,763 - INFO - Data stored: {'temperature': 24.322088489258352, 'humidity': 58.87425206210477}
2025-01-15 17:47:35,779 - INFO - Data stored: {'temperature': 26.847701800730164, 'humidity': 60.530429355586804}
2025-01-15 17:48:00,810 - INFO - Data stored: {'temperature': 26.49633739055529, 'humidity': 66.84190323286242}
2025-01-15 17:48:25,843 - INFO - Data stored: {'temperature': 26.410135905543616, 'humidity': 69.695316219671}
2025-01-15 17:48:50,850 - INFO - Data stored: {'temperature': 23.333410869483917, 'humidity': 55.912538453096516}
2025-01-15 17:49:15,865 - INFO - Data stored: {'temperature': 28.94754712719056, 'humidity': 58.81791053845001}
2025-01-15 17:49:40,897 - INFO - Data stored: {'temperature': 22.257330559567905, 'humidity': 67.34727979715875}
2025-01-15 17:50:05,910 - INFO - Data stored: {'temperature': 22.653387704211884, 'humidity': 54.65297989416073}
2025-01-15 17:50:30,936 - INFO - Data stored: {'temperature': 26.16392866812754, 'humidity': 53.31274064473532}
2025-01-15 17:50:55,968 - INFO - Data stored: {'temperature': 23.16164378610877, 'humidity': 65.07656167142646}
2025-01-15 17:51:20,993 - INFO - Data stored: {'temperature': 20.270684401422216, 'humidity': 62.05518019053095}
2025-01-15 17:51:46,005 - INFO - Data stored: {'temperature': 28.50710705511969, 'humidity': 64.84056734809053}
2025-01-15 17:52:11,031 - INFO - Data stored: {'temperature': 25.671510223874076, 'humidity': 63.503957824801425}
2025-01-15 17:52:36,056 - INFO - Data stored: {'temperature': 29.660879857663904, 'humidity': 64.0690624118017}
2025-01-15 17:53:01,088 - INFO - Data stored: {'temperature': 28.428078073630445, 'humidity': 63.685044404654995}
2025-01-15 17:53:26,121 - INFO - Data stored: {'temperature': 22.666834209279536, 'humidity': 67.65004929577186}
2025-01-15 17:53:51,152 - INFO - Data stored: {'temperature': 21.070011239721815, 'humidity': 58.16024715506821}
2025-01-15 17:54:16,182 - INFO - Data stored: {'temperature': 27.623770309540788, 'humidity': 65.66063822289587}
2025-01-15 17:54:41,216 - INFO - Data stored: {'temperature': 22.403011127304314, 'humidity': 59.67362396551073}
2025-01-15 17:55:06,247 - INFO - Data stored: {'temperature': 23.51950914852231, 'humidity': 53.98011031472072}
2025-01-15 17:55:31,253 - INFO - Data stored: {'temperature': 24.414292502639633, 'humidity': 67.81613541900343}
2025-01-15 17:55:56,286 - INFO - Data stored: {'temperature': 22.065765884393166, 'humidity': 62.96325615168835}
2025-01-15 17:56:21,318 - INFO - Data stored: {'temperature': 21.84320981101673, 'humidity': 60.639524087755746}
2025-01-15 17:56:46,349 - INFO - Data stored: {'temperature': 20.452111214820434, 'humidity': 61.083253443290694}
2025-01-15 17:57:11,379 - INFO - Data stored: {'temperature': 27.943828033824822, 'humidity': 64.4976097055368}
2025-01-15 17:57:36,412 - INFO - Data stored: {'temperature': 20.2677068896839, 'humidity': 54.81805027476077}
2025-01-15 17:58:01,433 - INFO - Data stored: {'temperature': 28.47206876301675, 'humidity': 58.134863349779415}
2025-01-15 17:58:26,447 - INFO - Data stored: {'temperature': 27.80977605997527, 'humidity': 61.27939893907722}
2025-01-15 17:58:51,479 - INFO - Data stored: {'temperature': 25.893174834516323, 'humidity': 54.910138974492746}
2025-01-15 17:59:16,506 - INFO - Data stored: {'temperature': 20.420219053143253, 'humidity': 68.13474904897103}
2025-01-15 17:59:41,538 - INFO - Data stored: {'temperature': 25.607524505241166, 'humidity': 59.75283382879899}
2025-01-15 18:00:06,569 - INFO - Data stored: {'temperature': 23.2422738416622, 'humidity': 58.85870755093572}
2025-01-15 18:00:31,602 - INFO - Data stored: {'temperature': 23.164661512236123, 'humidity': 58.25423788710063}
2025-01-15 18:00:56,634 - INFO - Data stored: {'temperature': 20.125675427304593, 'humidity': 57.083114977294784}
2025-01-15 18:01:21,666 - INFO - Data stored: {'temperature': 21.083894105410906, 'humidity': 57.35318523909929}
2025-01-15 18:01:46,697 - INFO - Data stored: {'temperature': 26.624550760623492, 'humidity': 66.31077988376094}
2025-01-15 18:02:11,728 - INFO - Data stored: {'temperature': 25.750918300092636, 'humidity': 50.08130810239339}
2025-01-15 18:02:36,739 - INFO - Data stored: {'temperature': 23.355097584212928, 'humidity': 52.603458927758076}
2025-01-15 18:03:01,762 - INFO - Data stored: {'temperature': 25.541515281981095, 'humidity': 53.32219384048748}
2025-01-15 18:03:26,796 - INFO - Data stored: {'temperature': 25.49548004581206, 'humidity': 64.4373035384686}
2025-01-15 18:04:09,818 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 18:04:09,821 - INFO - Cloud service started
2025-01-15 18:04:12,755 - INFO - Data stored: {'temperature': 26.996226690471687, 'humidity': 58.43123757236199}
2025-01-15 18:04:37,785 - INFO - Data stored: {'temperature': 20.388162526732437, 'humidity': 59.924299982320136}
2025-01-15 18:05:02,809 - INFO - Data stored: {'temperature': 25.975312931687654, 'humidity': 60.89075063735507}
2025-01-15 18:05:27,842 - INFO - Data stored: {'temperature': 29.00091500355405, 'humidity': 65.90084292199856}
2025-01-15 18:05:52,875 - INFO - Data stored: {'temperature': 22.547749904291322, 'humidity': 53.30662467757437}
2025-01-15 18:06:17,907 - INFO - Data stored: {'temperature': 23.304520838364216, 'humidity': 54.076559796921764}
2025-01-15 18:06:42,938 - INFO - Data stored: {'temperature': 28.92521970033043, 'humidity': 66.40057279213045}
2025-01-15 18:07:07,970 - INFO - Data stored: {'temperature': 27.61242846408166, 'humidity': 58.68014121507005}
2025-01-15 18:07:33,002 - INFO - Data stored: {'temperature': 22.107145452426856, 'humidity': 51.23137826549303}
2025-01-15 18:08:21,777 - INFO - Starting Prometheus metrics server on port 8011
2025-01-15 18:08:21,779 - INFO - Cloud service started
2025-01-15 18:08:25,343 - INFO - Data stored: {'temperature': 22.583251590509846, 'humidity': 51.983068477365336}
2025-01-15 18:08:50,380 - INFO - Data stored: {'temperature': 26.96916340322748, 'humidity': 53.573274685425936}
2025-01-15 18:09:15,415 - INFO - Data stored: {'temperature': 25.790784540651295, 'humidity': 51.96307614612226}
2025-01-15 18:09:40,447 - INFO - Data stored: {'temperature': 22.625824558975804, 'humidity': 51.48083324621288}
2025-01-15 18:10:05,481 - INFO - Data stored: {'temperature': 22.284238169066303, 'humidity': 50.73996819511774}
2025-01-15 18:10:30,513 - INFO - Data stored: {'temperature': 26.467472519280655, 'humidity': 54.510212719461876}
2025-01-15 18:10:55,546 - INFO - Data stored: {'temperature': 22.292927742432738, 'humidity': 51.47450797824609}
2025-01-15 18:11:20,573 - INFO - Data stored: {'temperature': 27.778748485160587, 'humidity': 52.45702314057049}
2025-01-15 18:11:45,605 - INFO - Data stored: {'temperature': 22.075767640376704, 'humidity': 52.24746640817573}
2025-01-15 18:12:10,636 - INFO - Data stored: {'temperature': 20.34813372481486, 'humidity': 60.85827627350682}
2025-01-15 18:12:35,668 - INFO - Data stored: {'temperature': 22.69650747712571, 'humidity': 56.09443837140715}
2025-01-15 18:13:00,699 - INFO - Data stored: {'temperature': 22.724027175539945, 'humidity': 58.891148051126294}
2025-01-15 18:13:25,732 - INFO - Data stored: {'temperature': 27.028103359779525, 'humidity': 62.61891428915996}
2025-01-15 18:13:50,764 - INFO - Data stored: {'temperature': 21.28360577691738, 'humidity': 64.70704997652194}
2025-01-15 18:14:15,796 - INFO - Data stored: {'temperature': 26.954590716579006, 'humidity': 57.41742343603884}
2025-01-15 18:14:40,823 - INFO - Data stored: {'temperature': 20.29251711270661, 'humidity': 67.4209691708481}
2025-01-15 18:15:05,855 - INFO - Data stored: {'temperature': 20.85505439133528, 'humidity': 66.72492833990908}
2025-01-15 18:29:26,708 - INFO - Data stored: {'temperature': 24.189723119604558, 'humidity': 55.72339699193558}
2025-01-15 18:29:51,740 - INFO - Data stored: {'temperature': 20.095997083034806, 'humidity': 50.064446759065895}
2025-01-15 18:30:16,772 - INFO - Data stored: {'temperature': 22.10829952720614, 'humidity': 56.63563651340401}
2025-01-15 18:30:41,798 - INFO - Data stored: {'temperature': 24.72307010395478, 'humidity': 67.80825491720543}
2025-01-15 18:31:06,832 - INFO - Data stored: {'temperature': 28.455893241768564, 'humidity': 57.48378495564964}
2025-01-15 18:31:31,865 - INFO - Data stored: {'temperature': 20.955160839179353, 'humidity': 69.27188338257444}
2025-01-15 18:31:56,897 - INFO - Data stored: {'temperature': 20.76832959041657, 'humidity': 67.49877820297021}
2025-01-15 18:32:21,931 - INFO - Data stored: {'temperature': 29.664597719642135, 'humidity': 53.649325048147126}
2025-01-15 18:32:46,963 - INFO - Data stored: {'temperature': 27.19968951104837, 'humidity': 58.48545476135843}
2025-01-15 18:33:11,987 - INFO - Data stored: {'temperature': 22.29095810816648, 'humidity': 60.250676769728116}
2025-01-15 18:33:37,015 - INFO - Data stored: {'temperature': 23.92136966978815, 'humidity': 61.80810751710274}
2025-01-15 18:34:02,047 - INFO - Data stored: {'temperature': 23.684104426738298, 'humidity': 69.96690218250603}
2025-01-15 18:34:27,080 - INFO - Data stored: {'temperature': 21.503460841276432, 'humidity': 60.92360491989555}
2025-01-15 18:34:52,088 - INFO - Data stored: {'temperature': 22.115586291252175, 'humidity': 61.166715892216104}
2025-01-15 18:35:17,120 - INFO - Data stored: {'temperature': 27.999472398920613, 'humidity': 56.64830689182454}
2025-01-15 18:35:42,134 - INFO - Data stored: {'temperature': 23.128838311614768, 'humidity': 68.94229871497674}
2025-01-15 18:36:07,146 - INFO - Data stored: {'temperature': 28.605912276411804, 'humidity': 57.329423715528605}
2025-01-15 18:36:32,171 - INFO - Data stored: {'temperature': 26.096791404855498, 'humidity': 69.16296671918096}
2025-01-15 18:36:57,203 - INFO - Data stored: {'temperature': 23.75388250861698, 'humidity': 59.46693132706568}
2025-01-15 18:37:22,236 - INFO - Data stored: {'temperature': 29.42355509638876, 'humidity': 69.01966306832647}
2025-01-15 18:37:47,258 - INFO - Data stored: {'temperature': 21.248525355694063, 'humidity': 55.04962296601035}
